name,b_month,b_day,b_year,blue_meter,fave_num,funnier,wins,losses,bio
Ricky Gervais,June,25,1961,Risqué,36,69.2,2831,1258,"Something of a late-starter, at least in terms of comedy, Ricky is well aware that his chosen route to success whilst preferable, was certainly not typical. Born in Reading in the early sixties, he made it to university in London where he breezed his way through to a degree in philosophy. After a brief career in a pop band he dallied with the odd job here and there making ends meet before a longish stint running the entertainments at a students’ union. The long years of discos, pub quizzes and guitar bands were punctuated with brief dabblings in the music business. He managed a band called Suede for a bit (walking away shortly before they were signed), promoted a Queen tribute band and generally bothered music industry types with his unfocussed ambitions. Following that came a portentous appointment with the then fledgling and unlicensed radio station Xfm. It was here that Ricky took on a new assistant, Stephen Merchant, who would later become co-writer/director of ‘The Office’. Although Ricky wasn’t hired to be a broadcaster, he quite fancied giving it a go and a nightly program was slotted into the schedule ready for the station’s proper launch on 1 September 1997 (not the best choice of dates as it turned out). Five nights a week plus the day-job is clearly too much for anyone to manage. And all that talking to do in between records? Obviously you need at least one other person involved to share the burden. So a lone late-night ten-hours became 120 minutes on a Sunday afternoon chatting to a mate. “I’m Ricky Gervais… obviously. With me; Steve Merchant”. They’ve been doing it off and on ever since. In 1998, Xfm was acquired by Capital Radio and format changes to Xfm saw Ricky free to explore his comedy talents in other media. A bit of sketch writing here and there, popping up on Radio 1 every so often, followed by first appearances on the TV; Ricky wrote and starred in a one-off called ‘Golden Years’ about a businessman who is obsessed with becoming a David Bowie lookalike. Remember, write about what you know. ‘The 11 O’Clock Show’ - a topical comedy magazine series. Ricky adopts the persona of a half-knowledgable bigot to drop in on the regular team of presenters. An outrageous and refreshingly funny foil to the satirical Oxbridge pretentions of the show itself. ‘Meet Ricky Gervais’ came hot on the heels of Ricky’s popularity in the 11 O’Clock Show. Conceived as a chat show with games, the structure mainly served to allow Ricky the opportunity to say rude words, make guests say rude words and make it all official by virtue of the fact that it was being shown on TV. That said, a running gag filmed and written by Ricky and Stephen Merchant as links between ad breaks showed a glimpse of what was to come. The show finished in October 2000, but Ricky and Steve had already been developing their ideas for an office-based mock documentary, and months if not years of work would come to fruition on 9 July 2001 when the BBC aired the first episode of ‘The Office’. Twelve episodes and a two-part Christmas special later and The Office is consigned to broadcasting history as one of the most perfectly crafted comedy series in British TV ever. Showered with awards and critical acclaim the series’ pivotal creation David Brent became a household name and so, of course, did Ricky. Perhaps slightly embarrassed by the accolades and not having earned his comedy spurs by years of telling jokes to drunks in smoky bars up and down the country, Ricky put together a stand-up show to while away the evenings away from home during filming. The resulting tour, encompassing at least two theatres within a mile radius of his house, was a smash and must have dispelled any lingering doubts about doing live work as he’s followed the ‘Animals’ show this year with a new show entitled ‘Politics’. And it was a proper UK tour this time too with shows in as many as six places outside London. With seven and a half hours of The Office produced in a three year period you wouldn’t think there’d be time enough for anything else would you? But you’d be wrong of course. Voice-overs in ads, animated films and the like, small parts in films - generally for mates, a cameo role in an American TV series called ‘Alias’ plus regular appearances on top chat shows like ‘Parkinson’ and ‘Friday Night With Jonathan Ross’. He even found time to take part in a four-week training regime culminating with him beating a minor celebrity in a televised boxing match. In the run-up to Christmas this year, Ricky will be busy telling us about his new book - ‘Flanimals’. Ostensibly aimed at younger readers, but the richness of the illustrations and the inventiveness of the text give it universal appeal. DVDs of the Politics show and The Office Specials are also out for Christmas so expect to see lots of cardboard cut-outs of Ricky in stores over the next few weeks. After that it’ll be full steam ahead for ‘Extras’, his new TV series - more about that to come. One last thing - many online biographies make reference to Ricky having worked as a pizza deliveryman. Just to put record straight, Ricky has not ever delivered a pizza… eaten, yes. Lots. Too many probably. But delivered them? Never."
Rob Schneider,?,NA,NA,Risqué,4,54.7,146,121,"Emmy-nominated actor Rob Schneider is known the world over for his trademark blend of character and comedic acting.Schneider recently inked a deal with TRiCon Films and Television for the international distribution of his new television comedy series, “Real Rob.” The self-financed, eight-episode, independently produced comedy series was directed, co-written and stars Schneider with his real life wife, Mexican television producer Patricia Azarcoya. “Real Rob” comes two years after “Rob,” the CBS sitcom that Schneider also wrote, produced, and starred in. CBS’s “Rob” premiered to an audience of 13.5 million viewers and averaged 11 million viewers over the run of its 8 episodes. When CBS chose not to pick up the show, Schneider said, “Eleven million viewers is not enough for them, it’s enough for me. I’ll do it myself.” Schneider is the first actor to have written, produced, starred, directed and self-financed an entire season of a television show. The second season of “Real Rob” will begin filming this summer. Schneider recently completed filming The Ridiculous Six with Adam Sandler. This is the first feature film from Netflix, who hopes to have the same success with feature films as they did with their first TV series, House of Cards. This film marks the eighteenth collaboration between the Sandler and Schneider.  Their longtime friendship has spanned some twenty-five years and produced comedic hits such as Grown Ups, You Don’t Mess With The Zohan, 50 First Dates, Big Daddy and The Waterboy. Sandler’s production company, Happy Madison, produced several films written by and starring Schneider, including Deuce Bigalow: Male Gigolo, which was the second highest grossing DVD in the US in 2000, The Hot Chick and The Animal. Schneider has appeared in 50 films. He has co-starred with Sylvester Stallone, Rachael McAdams, Steve Buscemi, David Carradine, Jean-Claude Van Damme, Kelsey Grammer, David Spade, Kevin James, Chris Rock and M. Emmet Walsh, among many others. Schneider’s films have grossed over $2.6 billion in North America alone. In 2009, after a nearly twenty-year hiatus, Schneider made his return to stand-up comedy. He has released two albums since then, Registered Offender and Soy Sauce and the Holocaust, and has received rave reviews for his international comedy tours.Schneider began writing jokes as a teenager, appearing at local comedy clubs such as the “Holy City Zoo,” which was made famous by Robin Williams. Schneider made his major network television debut in 1987 performing stand-up on “The David Letterman Show.” In 1989 Lorne Michaels saw Schneider’s appearance on HBO’s “13th Annual Young Comedians Special” and hired him as a writer on “Saturday Night Live.” Schneider quickly became a regular. During his four seasons at “SNL,” Schneider created characters that people around the country imitated and adored, including the “copy machine guy,” the “orgasm guy,” and the “put your weed in there guy.” He performed memorable sketches with Charlton Heston, John Malkovich, Macaulay Culkin, Christopher Walken, Jeff Goldblum, Joe Pesci and others. As part of the SNL writing staff, Schneider was nominated for three Emmys and won a Peabody Award.Schneider, born and raised in Northern California, has been a lifelong San Francisco Giants baseball fan. In each of their three World Series Championship runs, Rob was asked to come out onto the field and cheer the team and its fans to victory.Rob lives in the Los Angeles area with his wife Patricia and their daughter Miranda."
Robin Williams,July,21,1952,Risqué,46,66.4,2831,1434,"Robin Williams, while struggling for addictions for coccaine and alcohol, has not had his stand-up marked by them, staying more playful rather than raw. As a youth, Robin lived a lonely life fulfilled only in fantasy. His father was a wealthy executive with Ford Motors and Robin lived in a 30 room mansion. He had an entire floor to himself as well as the use of the expansive basement that housed his two thousand toy soldiers. The chubby kid played down there, bringing his soldiers to life with sound effects and voices. When the family moved to California, the teenager went out for sports and turned into a slim, rather attractive young man well suited for his chosen career: acting. He attended Juilliard on a scholarship and trained with one of the severe-but-fun masters of the acting profession, John Houseman.Williams enjoyed improvisations and found an outlet in comedy clubs. Influenced strongly by Jonathan Winters, Williams discovered he too could blitz audiences with the virtuosity of his voices and the hectic pace of his quick-change characterizations. In hip clubs where the clientele was often on booze, drugs or both, Williams seemed like a human cartoon—every now and then there was a scripted joke but the thrill was in the funny faces, funny voices and the energetic, improbable contortions.If Morey Amsterdam had been a “human joke machine,” Williams was the modern computer, a computer programmed with old jokes and new twists, the best influences of both great comedians and great actors, plus inexhaustible energy. What came out was like a computer gone berzerk: all the ad-libs, improv, jokes and vocal impressions spewing out at once like confetti. And that became something unique: Robin Williams.Other comics grumbled when Robin borrowed their jokes or catch-phrases, but he wasn’t intentionally stealing. He was a computer on overload, spitting out everything in its memory. The material was sometimes an extension of acting class (his bit “inside the mind” of a bombing comic), sometimes easy (Jack Nicholson doing “Hamlet,” Elmer Fudd singing rock songs) and often typical of the nightclub (a quick grab for the crotch to make sure “Mr. Happy” was home). But it was a fresh and innovative mix circa 1981. Like a brilliant rock guitarist or jazz musician, the virtuosity was enough at first. After several years, he became smoother, structured the improv “melody” with a steady beat (real jokes inserted periodically for structure) and serious, identifiable themes. He reached a peak in 1986 with his concert at the Metropolitan Opera House. The once merry prankster wasn’t sweating over his impression of “The Fly” in a 50’s horror movie or making fun of ringsiders’ drinks. He was straining and gasping over world problems, drugs, women’s rights, and children facing the future. While there were still plenty of easy laughs and schtick and George Jessel impressions, the underlying theme was innocence crying out for change in the world and to change the world. Williams, who favored childlike clothing (pants with suspenders and striped t-shirts), was persuasive as a symbol of youth newly confronting life’s realities (his catch-phrase: “Reality! What a concept!”).It wasn’t just funny—it was touching. Williams envisioned the United Nations as “a traffic cop on Valium” wearily crying “Staaahp, staaahp. Best thing for the UN to do is go condo! It’s scary times!” He still wasn’t profound, but his comic frustrations and agonies were real.By this time, there were many other avenues for his creativity, many ways to experiment with roles that often used his strengths as a youthful idealist or innocent. On TV, Williams had begun his career as one of the “zanies” of the new version of “Laugh-In.” Then he landed the role that made him a national star (something his stand-up hadn’t quite accomplished). He was Mork, the naive alien from the planet Ork on “Mork and Mindy.” The premise allowed Williams to do what every child does—point out the strange and foolish world of the adults. Most of the comedy was light and cute, the emphasis more on silly space-alien catch-phrases (“Na-nu na-nu”) and his ability to mimic everything in sight. But the show was still close to the truth. Mork, like Robin Williams as a child, and like most people at one time or another, felt alone in a strange world, needing love.Finally, in films, Williams progressed beyond easy laughs. It was a difficult transition. Director Robert Altman’s film version of “Popeye” was strangely dark and moody, and though Williams could mimick the familiar voices and mannerisms of the heroic sailor, this was not his strength. A few more films like this, and film studios were doubting Williams’ box office potential.“Moscow on the Hudson” was a mild hit, the sentimental story of a naive, eccentric Russian searching for a new life in America and facing a whole baffling new world. His first big hit was “Good Morning, Saigon,” playing a disc jockey who, like most teens in his early 60’s audience, was happy playing silly tunes and telling goofy jokes—until the nightmare of the Vietnam war began to shoot away at his innocence. In his Academy Award nominated “Dead Poet’s Society,” Williams and his character grew. How he was using his own optimism and energy to influence naive schoolkids as they began facing the realities of the world.Off-stage, fans saw how the realities of stardom affected Robin. As he went from $25,000 for a 1978 HBO special to $750,000 for a 1983 concert, and from a minor cast member of “Laugh-In” to a huge TV and movie star, he lived in a fast-lane that included drug abuse. On a Barbara Walters TV special, Williams admitted his cocaine use was “a great way of escaping.” The overdose death of his friend John Belushi was a sad, literally sobering event. Unfortunately Williams’ first marriage was another casualty of the changes in his lifestyle. He married a second time and with his children Zachary and Zelda, found a stable home environment matched by healthful regimes of yoga, exercise and a vegeterian diet. His professional life became a balance of the two things that brought him the most satisfaction—acting and stand-up. When he is out promoting a new film, he’ll still jump into a local club and surprise the cheering crowd with a half hour of ad-libs and comic frenzy. “For me it’s therapy. Stand-up is the freest form of comedy, and also the scariest…I went to a therapist for a while, but I think that I can deal with my fears better up on stage…it’s healthier for me.” Just how he creates his comedy remains a mystery: “Analyzing comedy is like peeling an onion. You peel a layer, peel a layer, peel a layer, and then you go: “There’s nothing there.” Often described as free-associating.With movies beckoning, stand-up for Robin went by the wayside. The manic energy of his performances could only be seen in guest spots on a variety of talk shows and stints of hosting events like Comic Relief with pals Billy Crystal and Whoopi Goldberg. But in 2002, he returned to stand-up comedy, undertaking a 36 city tour of the United States. His twenty years away from stand-up brought out large crowds and culminated in a performance on Broadway entitled “Robin Williams: Live on Broadway” which was broadcast live, as the title suggested, by HBO and later released on DVD.In later years, the skills he learned as a stand-up have served him while visiting the middle east to boost morale for the armed forced stationed in Iraq and Afghanistan.With his trademark of exuberance and energy, Robin Williams became a blazing star in stand-up, TV and ultimately films. Though he rose in show business like a meteor, his early years were more like life on a cold, distant planet."
Ron White,December,18,1956,Tame,32,57.8,2349,1714,"Comedian Ron “Tater Salad” White is probably best known as the cigar smoking, scotch drinking funnyman from the “Blue Collar Comedy” phenomenon. But in 2006, with two Grammy nominations, a new CD and DVD, his second one-hour special on Comedy Central and a New York Times Best Selling book, Ron has established himself as a star in his own right.From January 2000 through March 2003, Ron performed with Jeff Foxworthy, Bill Engvall and Larry the Cable Guy in the highly acclaimed “Blue Collar Comedy Tour,” a show that played to sold out audiences in over 90 cities and grossed over $15 million dollars. Warner Bros filmed the tour and “Blue Collar Comedy Tour: The Movie” was released as a major motion picture in theaters in March 2003 and later premiered on Comedy Central as the highest rated movie in the channel’s history.Ron has always been a storyteller, from the time he was a boy growing up in a small town in the middle of Texas oil country to selling windows for a living in Arlington to performing in sold-out theaters and arenas as a headlining comedian all across the country. For two decades he lived the life of a struggling comedian bouncing around to comedy clubs and driving to gigs in his beat-up Nissan pickup. In short, he paid his dues.Ron’s first solo comedy CD, “Drunk In Public,” was released in November 2003 showcasing the insightful and hilarious White, who manages to be both razor-sharp and blunt. The comedy CD has been in the Top 10 of the Billboard Comedy Charts since February 2004 and has sold over 450,000 copies. Ron’s “Drunk In Public” tour was ranked in the top 50 in Pollstar Magazine 2004 and #63 in 2005.Also that year, his first one-hour comedy special, “They Call Me Tater Salad” earned Comedy Central the highest rated Sunday in its history and the DVD companion has sold 1.3 million copies to date and has been certified multi-platinum. If that’s not enough, “The Ron White Show,” a comedy special for the WB network, was filmed in Las Vegas and aired in April 2005 with 4 million viewers. The show helped propel the network to one of its best Thursday nights of the season.Ron’s second and current one-hour special, “You Can’t Fix Stupid” was filmed in January 2006 at the Majestic Theater in Dallas, TX. The special aired on Comedy Central to 4.5 million viewers to make it the 3rd largest audience in Comedy Central’s history and the #1 show in prime time on basic cable. The comedy CD of the same name was released on February 7, 2006 by Image Entertainment and premiered at #14 on Billboard’s Top 200, ranked #1 on the Billboard Comedy Charts for 9 consecutive weeks and has been nominated for a 2007 Grammy Award. Ron received a second 2007 Grammy nomination for the CD, “Blue Collar Comedy Tour - One For The Road.”In June 2006, Penguin Books released Ron ‘Tater Salad’ White: I Had The Right To Remain Silent…But I Didn’t Have the Ability. The book debuted at #15 on the New York Times Best Seller List. It perfectly sums up Ron’s life and his comedy and is filled with over 80 illustrations by acclaimed artist Matthew Shultz. Also in June, Ron reunited with the Blue Collar boys for “Blue Collar Comedy Tour - One for the Road” which was filmed in Washington DC at the Warner Theater and had its world premiere on Comedy Central. Both “Blue Collar Comedy Tour: The Movie” and “Blue Collar Comedy Tour, Rides Again,” are now available on home video and to date have sold more than 5 million units combined.Ron has appeared on such late-night talk shows as “The Late Show w/ David Letterman” and “The Tonight Show w/ Jay Leno.” He currently resides in Atlanta, Georgia with his wife."
Ronny Chieng,?,NA,NA,Tame,0,22.8,49,166,"Ronny Chieng is Chinese stand-up comedian and actor born in Johor Bahru, Malaysia, raised in Manchester, NH, USA and Singapore, who graduated from the University of Melbourne in Australia in 2009 with a Bachelor of Laws and a Bachelor of Commerce.Ronny started comedy in Melbourne in 2009. Since then has he had 4 sold out global stand up comedy theater tours in Australia, New Zealand, Singapore, Malaysia and London. Ronny has been invited to the Just for Laughs Comedy Festival in Montreal in 2012, 2013 and 2015. He made his US television debut on the Late Late Show with Craig Ferguson in 2015.He has sold out his stand up comedy tours at the Edinbrugh Festival Fringe, the SOHO Theatre in London, the Largo Theatre in Los Angeles, the Sydney Opera House, Melbourne Town Hall, the Enmore Theatre in Sydney, the Esplanade concert hall in Singapore, PJ Live Arts in Malaysia, and was also invited to open for Dave Chappelle and Bill Burr on their national stand up comedy tours of Australia.Ronny has toured and recorded 4 one-hour stand up comedy specials - The Ron Way (2012), Can You Do This? No You Can’t. (2013), Chieng Reaction (2014), You Don’t Know What You’re Talking About (2015), which have won or been nominated for the following awards:Best Newcomer Melbourne International Comedy Festival 2012Directors’ Choice Award Melbourne International Comedy Festival 2014 Best Show Sydney Comedy Festival 2014 Nominated for Best Comedy Release ARIA Awards 2014 & 2015 Nominated for Best Comedy Performer Helpmann Awards 2014 & 2015 In 2015 Ronny moved to New York City after being hired as a correspondent on the Daily Show with Trevor Noah on Comedy Central. He also lost 11kg but that was unrelated to comedy."
Rory Scovel,August,6,1980,Risqué,4,48.1,194,209,"Growing up in Greenville, South Carolina, Rory Scovel would channel his hyperactive energy into basketball, soccer, tennis, and goofing around. Ultimately, his lanky body and proclivity for weed led him to only go pro in goofing around.After graduating from University of South Carolina Upstate, Rory was inspired by the work of fellow southern comedian David Cross to perform open mics in the local area. He eventually made his way up to Washington D.C., where he performed for three years, then on to New York for another three years. During his trip up the East Coast, Scovel honed his infectious goofy energy and improv-heavy set.Like fellow Carolinian Zach Galifianakis, Scovel’s act mixes absurd non-sequiturs and faux audience disdain with light-hearted wordplay, silly voices, and occasional piano playing. His work contains numerous references to his upbringing in South Carolina and routinely features a perplexed southern gentleman commenting on the sinful modern world in an exaggerated drawl.He released his first hour-long stand-up album “Dilation!” in 2011. A huge music nerd, Scovel performed his second album, 2013’s “Rory Scovel Live at Third Man Records,” at Jack White’s famous recording headquarters in Nashville, Tennessee. This record is only available in vinyl.Recently, Scovel has garnered online attention with several absurd Andy Kaufman-esque Conan appearances, including one in which he dons a tuxedo and acts like a suave yet unhinged nightclub singer, and another with comedian Jon Dore in which he pretends the show has accidentally booked two guests.Scovel filmed his first hour special, 2015’s Rory Scovel: the Charleston Special, with his own money. The special was the first released on the all-comedy streaming network Seeso. Scovel subsequentally released it on his website for $5 in the same way Louie C.K. released Live at the Comedy Store. Scovel opened for Louie earlier in their careers.Scovel’s second hour special - the facetiously titled “Rory Scovel Tries Stand-Up for the First Time” - premieres on June 20 on Netflix.Bio by Andy Gause"
Roy Wood Jr,December,11,1978,Tame,4,36.8,926,1590,"Named by Entertainment Weekly as one of 12 comics to watch in 2009, Roy has been featured on the new season of CBS’ THE LATE SHOW  w/ David Letterman, HBO’s DEF COMEDY JAM, TV One’s ‘The Funny Spot w/ Tony Rock’,  BBC’s THE WORLD STANDS UP- LONDON, , CBS’ LATE LATE SHOW w/ Craig Ferguson, NBC’s Last Comic Standing, and Comedy Central’s BOB & TOM COMEDY TOUR. He’s also showcased at the prestigious  MONTREAL COMEDY FESTIVAL and is a regular guest on the E! Network’s ‘CHELSEA LATELY’.Hailing from Birmingham, AL, Roy’s creative writing and dedicated work ethic has since earned him the right to perform his comedy in front of millions of people coast to coast.The Montreal Gazette called Roy’s 2006 festival performance on the ‘New Faces’ show “tremendous” and the Hollywood Reporter called Roy a “standout”. Roy has also appeared on ‘COMEDY CENTRAL’S PREMIUM BLEND’, BET’s COMIC VIEW, CBS’ STAR SEARCH (2003) where he made it to the semi-finals, ‘IT’S SHOWTIME AT THE APOLLO’ and LIVE IN HOLLYWOOD w/ KIKI SHEPPARD’.Steering clear of predictable topics and premises, Roy delivers comedy that gives an honest look at not only his life, but the world in which we live. The universal appeal of his comedy crosses all race and cultural lines which is why he has opened for an array of comedians ranging from D.L. Hughley, Ron White, Monique, Tommy Davidson, Bill Engvall and Katt Williams.A two-time nominee for APCA’s title of ‘Comedian of the Year’ Roy works numerous college and university appearances into his schedule every year as well.Roy has also carved a niche for himself in the world of radio. Until late 2006 he was head writer and producer of the Buckwilde Morning Show WBHJ 95.7 JAMZ– Birmingham, AL He is also a regular guest on the ‘Bob & Tom Radio Show, a syndicated morning show heard by more than six million people every morning. His hilarious prank phone calls are also carried in almost 50 different radio markets including stations in Canada and England.In addition to terrestrial radio, his prank calls are a main stay on Jaime Foxx’s ‘Foxxhole Station’ on SIRIUS Satellite Radio.These same prank calls have been compiled into three nationally released CD’s. 2003's ‘MY MOMMA MADE ME WEAR THIS’ , 2005's ‘CONFESSIONS OF A HIGH SCHOOL BENCH WARMER’ and his newest CD, “I’LL SLAP YOU TO SLEEP”"
Russell Brand,June,4,1975,Dirty,23,43.2,1717,2262,"Described by the Telegraph as “the most talented stand-up comedian to emerge in Britain so far this decade,” Russell Brand made his theatrical debut, aged 15, in “Bugsy Malone” as Fat Sam. Essex Council decreed it criminally neglectful to allow his chameleon-like ability to put on hats to go un-nurtured and promptly funded an education at the fancy Italia Conti stage school, which led to a three-year scholarship at the acclaimed Camden Drama Centre.In his spare time Russell began performing stand-up in pubs around London and reached the final of Hackney Empire’s prestigious “New Act of the Year” competition. He was denied the victory (allegations of jury rigging came to naught) but was a runner-up, and his angry political rantings caught the eye of Time Out’s Malcolm Hay, who dubbed him “Essex’s Bill Hicks.”Further gigs at the Empire followed, as did a successful run at the Edinburgh Festival, which garnered glowing reviews and an appearance in the “So You Think You’re Funny?” final.MTV caught Russell’s show at the festival and gave him his own series, “Dance Floor Chart,” where he bantered bizarrely with intoxicated youths in discos. Additionally he presented “Select,” their flagship peak-time phone-in show. When “Jackass” arrived in Blighty, Russell was afforded the dubious privilege of promoting it for MTV UK.“Re:Brand” followed for UK Play, which was “a challenging look at cultural taboos.” Over ten episodes Russell had a boxing match with his father (long before Dennis v. Mortimer), had a bath with a homeless man who he had living in his bed, acted as pimp to a heroin addicted prostitute and tried to convert the leader of the young BNP to socialism.He then presented his own Sunday afternoon show for Xfm, acted in Channel Four’s “White Teeth” and featured in the Steve Coogan vehicle “Cruise of the Gods.” He also hosted and wrote “The Russell Brand Show” for Channel Four’s Comedy Lab series.Summer 2004 saw Russell host E4’s live Big Brother discussion series “Efourum,” and present “Kings of Comedy” for E4, in between which Russell took his one man show “Better Now” to the Edinburgh Festival. A hilariously honest chronicle of Russell’s odyssey through a twilight world of whores, heroin and hairdos, it demonstrated that the road of excess leads to the palace of unemployment. The show was a complete sell-out and received four and five star reviews in The Times, The Guardian, The Scotsman and The Metro amongst others.Russell hosted the NME Awards in 2006 and, the same month, performed alongside Noel Gallagher to a sold-out KOKO in aid of addiction charity Focus 12. The release of his first ever live DVD followed two weeks later. During this time Russell also announced a major UK tour for 2007. After opening at Southampton’s Guild Hall on February 3, the extensive stand-up show travelled across the country, hitting over 30 venues.Recently, Russell won an award for best UK performer in a non-acting role at the Broadcasting Press Guild’s “33rd Annual Television and Radio Awards.” Other accolades he has received include Time Out’s “Stand-Up Comedian of the Year” (2006), Loaded Lafta Awards’ “Funniest Man” and “Best Newcomer” at the 2006 British Comedy Awards. He was also named GQ’s “Most Stylish Man of the Year” for 2006.2007 was Russell’s most successful year to date. He continued to tour the UK and, in March, performed at London’s Royal Albert Hall in aid of the Teenage Cancer Trust. He also began 6Music’s Sunday morning slot in 2007, which increased audience ratings by 40 percent.One of Radio 2’s primetime presenters, Russell also hosted the 2007 BRIT Awards and, on July 7, presented “Live Earth” to an audience of billions. Russell returned to Channel 4 later that year to host “Ponderland,” which aired on Monday, October 22 and screened every weeknight that week.Towards the end of last year, Russell dominated the comedy circuit with his smash-hit, sold-out show “Only Joking.” He also made his feature film debut, starring in contemporary Ealing caper “St Trinian’s,” opposite Rupert Everett, Colin Firth, Stephen Fry and Emily Watson.In November 2007 Russell’s autobiography “My Booky Wook” was published by Hodder & Stoughton and rapidly topped the best-seller list, becoming the most successful book of the season, and going on to win a prestigious Nibby at the at the British Book Awards in the “Best Biography” category.February 2008 saw Russell follow up his 2007 debut with a role in modern fairytale “Penelope” (starring Christina Ricci and James McAvoy), while the summer brought rave reviews for Russell’s scene-stealing performances in Judd Apatow’s “Forgetting Sarah Marshall.” He also appeared in Adam Sandler’s “Bedtime Stories” in December 2008.Russell’s hour-long stand-up special, “Russell Brand in New York City,” premiered on Comedy Central in March 2009. It is now available for digital download on Xbox, Zune, iTunes and Amazon."
Russell Peters,?,NA,1970,Tame,15,41,1498,2156,"Russell Peters is already a comedy superstar in much of the world.  A recent one-off appearance at London’s Shaw Theatre sold out in 48 hours and when his first shows in Sydney and Melbourne were announced in May 2006, 10,000 tickets were gone in less than two days with zero advertising.  In April 2005, Russell was the first South Asian to headline and sell-out the Apollo Theatre in New York City. Common knowledge decrees that a comedian must have a TV sitcom, a hit movie or a high profile comedy album to succeed, but Russell has built a massive underground following by word of mouth, completely bypassing mainstream media outlets.  For the past few years he’s been selling out theatres across the US and Canada, all without ever appearing on network television in the United States.  His US agents, Creative Artists Agency, calls this phenomenon ‘The Legend Of Russell Peters.’Russell has made his reputation by speaking to people that no one else is talking to.  Much of his comedy speaks to immigrant communities around the world - Indian, Arab, Caribbean, Chinese, Filipino, Korean, Vietnamese, and other South and Southeast Asian communities that remain invisible to the mainstream media and sometimes to the broader white population.  Russell’s new DVD and CD, Outsourced, was taped before a sold out audience at the Warfield Theatre in San Francisco, and gives viewers and listeners an excellent overview of Russell’s comedic genius.  He paces the stage interacting with the audience, tossing off one-liners and engaging in impromptu dialogue with his fans. As much a humorist as a comedian, Russell doesn’t really tell jokes.  Rather, he uses his wry observations on the subjects of race and class to illuminate our human shortcomings with the sizzling accuracy of a well-aimed laser. “I don’t put people down,” Russell points out.  “I want to elevate them, but in a funny way.” His quick wit and ability to mimic language and accents allows Russell to create characters of all races and cultures and forge an immediate bond with his audiences, regardless of their racial and cultural background.  Outsourced has gone Five Times Platinum in his home country of Canada.Russell has been doing stand up for 17 years and already has an impressive resume.  He had a recurring role in the Canadian sitcom Lord Have Mercy and hosted his own BBC chat show Network East Late, where he interviewed Ismail Merchant, of Merchant Ivory productions, UK hit makers Faithless, Gurinder Chadha, director of Bend It Like Beckham and many other South Asian and mainstream artists and personalities.  His movie credits include the comedy Quarter Life Crises, My Baby’s Daddy, martial arts flick Tiger Claws III and the forthcoming bank heist thriller The Take with John Leguizamo and Rosie Perez.Russell has been nominated for four Gemini Awards [the Canadian equivalent of the Emmys].  He has been featured at Montreal’s Just For Laughs Comedy Festival, HBO’s Aspen Comedy Festival, the Edinburgh (Scotland) Comedy Festival and many others across the globe.  His TV appearances include CBC’s  Comics! and two one-hour Comedy Now! specials on The Comedy Network in Canada.  His Comedy Now! performance of February 2004 is one of the network’s most popular shows of all time. When fans placed segments of the special on the internet it created a global demand for Russell comedy and his popularity exploded. His website, www.russellpeters.com, gets over 7,000 hits a day and alerts his many fans to his upcoming shows via targeted email blasts.  He’s performed in China, South Africa, Australia, Sri Lanka, Vietnam, Jamaica, St. Maartens, Trinidad, Singapore and the United Arab Emirates and in 2007, will be the first North American comic to tour India.Russell’s comedy is rooted in the reality of growing up brown in white Canadian society. “My family and I are Anglo-Indian,” Russell explains. “Anglo-Indians are a community of Indians from India who mixed with the British when they occupied India.  Both of my parents are Anglo-Indian and their parents were Anglo-Indians and so on.”Despite his success in Canada, Russell recently relocated to Hollywood, where he’s working on developing a new sitcom projects.  “Developing a TV pilot is great, but I’m never accepting typecast roles. If they offer me a million dollars to do a shuffling, bumbling Indian guy they can keep the million bucks. I like the money, but I’d do it without the money and I have done it without the money.  The real reward is seeing the look of happiness on people’s faces when they hear me talking to their experiences in a way that nobody’s ever done before.”Rob Light, a partner at Creative Artists Agency, the agency that also handles Brad Pitt and Tom Cruise, put it this way: “Russell has a great future in comedy on TV and in movies.  He’s getting attention from Hollywood because he’s already done it all on his own.  He’s a naturally funny person with a multicultural outlook that allows him to be entertaining to people of all races and backgrounds. Nobody’s ever had an outlook like him before.”"
Ryan Hamilton,?,NA,NA,Tame,2,31.2,72,159,"Named one of Rolling Stone’s five comics to watch, Ryan’s appearances on NBC’s Last Comic Standing, Conan, Comedy Central’s Live at Gotham, and the Showtime special Caroline Rhea and Friends, Ryan is on his way to establishing himself as one of the country’s favorite stand-ups.With immediate comic charisma and a crisp, clean writing style, Ryan is sought after for his ability to perform for a variety of audiences while making each show an individual and unique experience. With an extensive touring schedule, he often finds himself far from his Idaho roots and currently makes his home in New York City. Much of his trademark humor comes from that unique contrast.     He’s become known among industry insiders as the fastest rising star, racking up local and national comedy competition wins and festival appearances.  He most recently won the Great American Comedy Festival in Norfolk, Nebraska, which honors the roots of Johnny Carson. He has also won the National MVP award for The Comedy Leagues competition at the Just For Laughs Montreal Comedy Festival. Prior to that, he won Sierra Mist’s America’s Next Great Comic Search, was a two-time finalist at the Boston Comedy Festival competition, and appeared at the Las Vegas Comedy Festival as an up and coming talent. He’s also a regular guest on the nationally syndicated Bob and Tom radio show."
